"","Банк","Дата","Кредити","Статус"
"1401","ПІВДЕННИЙ",2015-10-01,11794473.68774,"Діючий"
"1402","КРЕДІ АГРІКОЛЬ БАНК",2015-10-01,13744640.70582,"Діючий"
"1403","ОТП БАНК",2015-10-01,15250476.22609,"Діючий"
"1404","РОДОВІД БАНК",2015-10-01,38062.6623900002,"Діючий"
"1405","СБЕРБАНК РОСІЇ",2015-10-01,46321290.36166,"Діючий"
"1406","ІНГ БАНК УКРАЇНА",2015-10-01,10855027.45149,"Діючий"
"1407","ПУМБ",2015-10-01,25921910.91406,"Діючий"
"1408","УКРСИББАНК",2015-10-01,19678639.53607,"Діючий"
"1409","ВТБ БАНК",2015-10-01,16822314.57115,"Діючий"
"1410","УКРГАЗБАНК ",2015-10-01,15984534.79101,"Діючий"
"1411","ПРОМІНВЕСТБАНК",2015-10-01,42246168.73601,"Діючий"
"1412","УКРЕКСІМБАНК",2015-10-01,57646650.9046,"Діючий"
"1413","АЛЬФА-БАНК",2015-10-01,26961279.81016,"Діючий"
"1414","РАЙФФАЙЗЕН БАНК АВАЛЬ",2015-10-01,25961117.52829,"Діючий"
"1415","ОЩАДБАНК",2015-10-01,69158393.18986,"Діючий"
"1416","УКРСОЦБАНК",2015-10-01,28991528.14419,"Діючий"
"1417","ПРИВАТБАНК",2015-10-01,181362097.91645,"Діючий"
"1418","ДЕЛЬТА БАНК",2015-10-01,NA,"Ліквідований"
"1419","НАДРА",2015-10-01,NA,"Ліквідований"
"1420","IМЕКСБАНК",2015-10-01,NA,"Ліквідований"
"1421","ЗЛАТОБАНК",2015-10-01,NA,"Ліквідований"
"1422","УКРБІЗНЕСБАНК ",2015-10-01,NA,"Ліквідований"
"1423","ОМЕГА БАНК",2015-10-01,NA,"Ліквідований"
"1424","КРЕДИТПРОМБАНК",2015-10-01,NA,"Ліквідований"
"1425","ПРОФІН БАНК",2015-10-01,NA,"Ліквідований"
"1426","СТАНДАРТ",2015-10-01,NA,"Ліквідований"
"1427","АСТРА БАНК",2015-10-01,35.35961,"Ліквідований"
"1428","ЕНЕРГОБАНК",2015-10-01,NA,"Ліквідований"
"1429","УКРГАЗПРОМБАНК",2015-10-01,NA,"Ліквідований"
"1430","КИЇВ",2015-10-01,NA,"Ліквідований"
"1431","БАНК КОНТРАКТ",2015-10-01,268579.50538,"Ліквідований"
"1432","БАНК СОФІЙСЬКИЙ",2015-10-01,655916.11746,"Ліквідований"
"1433","ДЕРЖЗЕМБАНК",2015-10-01,0,"Ліквідований"
"1434","БАНК НАРОДНИЙ КАПІТАЛ",2015-10-01,275745.26006,"Ліквідований"
"1435","ЄВРОБАНК",2015-10-01,748448.1996,"Ліквідований"
"1436","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2015-10-01,128714.61286,"Ліквідований"
"1437","БАНК ВЕЛЕС",2015-10-01,190429.80808,"Ліквідований"
"1438","СТОЛИЧНИЙ",2015-10-01,NA,"Ліквідований"
"1439","РАДИКАЛ БАНК",2015-10-01,256902.92425,"Ліквідований"
"1440","ТК КРЕДИТ",2015-10-01,786271.54191,"Ліквідований"
"1441","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2015-10-01,NA,"Ліквідований"
"1442","КСГ БАНК ",2015-10-01,329824.67351,"Ліквідований"
"1443","ФІНАНС БАНК",2015-10-01,159996.56599,"Ліквідований"
"1444","УКООПСПІЛКА",2015-10-01,NA,"Ліквідований"
"1445","КАПІТАЛ",2015-10-01,476107.32993,"Ліквідований"
"1446","КЛАСИКБАНК",2015-10-01,302065.09759,"Ліквідований"
"1447","IНТЕГРАЛ - БАНК",2015-10-01,384566.53258,"Ліквідований"
"1448","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2015-10-01,714267.45333,"Ліквідований"
"1449","ЮНІОН СТАНДАРД БАНК",2015-10-01,653712.32727,"Ліквідований"
"1450","ПРЕМIУМ",2015-10-01,1146123.87383,"Ліквідований"
"1451","СМАРТБАНК ",2015-10-01,198871.45504,"Ліквідований"
"1452","АВАНТ-БАНК",2015-10-01,1988650.81843,"Ліквідований"
"1453","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2015-10-01,1634374.99353,"Ліквідований"
"1454","ПЛАТИНУМ БАНК",2015-10-01,5812050.48851,"Діючий"
"1455","БАНК КИЇВСЬКА РУСЬ ",2015-10-01,NA,"Ліквідований"
"1456","СОЮЗ",2015-10-01,1054408.28392,"Ліквідований"
"1457","БАНК МИХАЙЛІВСЬКИЙ",2015-10-01,2119238.1403,"Ліквідований"
"1458","УНIКОМБАНК",2015-10-01,1103467.74084,"Ліквідований"
"1459","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2015-10-01,NA,"Ліквідований"
"1460","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2015-10-01,1976861.60835,"Ліквідований"
"1461","ХРЕЩАТИК",2015-10-01,4394014.17249,"Ліквідований"
"1462","УКРІНБАНК",2015-10-01,4800586.09495,"Ліквідований"
"1463","ФІДОБАНК",2015-10-01,3650539.48402,"Ліквідований"
"1464","БАНК ФІНАНСИ ТА КРЕДИТ",2015-10-01,22874685.65795,"Ліквідований"
"1465","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2015-10-01,NA,"Ліквідований"
"1466","ПРАЙМ-БАНК",2015-10-01,NA,"Ліквідований"
"1467","IНТЕРБАНК",2015-10-01,NA,"Ліквідований"
"1468","ЛЕГБАНК",2015-10-01,NA,"Ліквідований"
"1469","ГРІН БАНК",2015-10-01,NA,"Ліквідований"
"1470","УКРКОМУНБАНК",2015-10-01,NA,"Ліквідований"
"1471","СТАРОКИЇВСЬКИЙ БАНК",2015-10-01,NA,"Ліквідований"
"1472","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2015-10-01,NA,"Ліквідований"
"1473","МЕЛІОР БАНК",2015-10-01,NA,"Ліквідований"
"1474","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2015-10-01,NA,"Ліквідований"
"1475","ІНТЕРКРЕДИТБАНК",2015-10-01,NA,"Ліквідований"
"1476","БАНК МОРСЬКИЙ",2015-10-01,NA,"Ліквідований"
"1477","ЗАХІДІНКОМБАНК",2015-10-01,NA,"Ліквідований"
"1478","ДАНІЕЛЬ",2015-10-01,NA,"Ліквідований"
"1479","ПОРТО-ФРАНКО",2015-10-01,NA,"Ліквідований"
"1480","ПРОМЕКОНОМБАНК",2015-10-01,NA,"Ліквідований"
"1481","ФІНРОСТБАНК",2015-10-01,NA,"Ліквідований"
"1482","БАНК РЕНЕСАНС КАПІТАЛ",2015-10-01,NA,"Ліквідований"
"1483","АКСІОМА",2015-10-01,NA,"Ліквідований"
"1484","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2015-10-01,NA,"Ліквідований"
"1485","АВТОКРАЗБАНК",2015-10-01,NA,"Ліквідований"
"1486","БАНК МЕРКУРІЙ",2015-10-01,NA,"Ліквідований"
"1487","ЕКСПОБАНК",2015-10-01,NA,"Ліквідований"
"1488","БАНК ПЕРШИЙ",2015-10-01,NA,"Ліквідований"
"1489","БАНК ДЕМАРК",2015-10-01,NA,"Ліквідований"
"1490","БАНК ЗОЛОТІ ВОРОТА",2015-10-01,NA,"Ліквідований"
"1491","БАНК КАМБІО",2015-10-01,NA,"Ліквідований"
"1492","БАНК КІПРУ",2015-10-01,NA,"Ліквідований"
"1493","ЄВРОГАЗБАНК ",2015-10-01,NA,"Ліквідований"
"1494","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2015-10-01,NA,"Ліквідований"
"1495","ТЕРРА БАНК",2015-10-01,NA,"Ліквідований"
"1496","АКТИВ - БАНК",2015-10-01,NA,"Ліквідований"
"1497","АКТАБАНК ",2015-10-01,NA,"Ліквідований"
"1498","ПІВДЕНКОМБАНК ",2015-10-01,NA,"Ліквідований"
"1499","РЕАЛ БАНК",2015-10-01,NA,"Ліквідований"
"1500","БАНК ФОРУМ",2015-10-01,NA,"Ліквідований"
"1501","ВIEЙБI БАНК",2015-10-01,NA,"Ліквідований"
"1502","БРОКБІЗНЕСБАНК",2015-10-01,NA,"Ліквідований"
"1503","БГ БАНК",2015-10-01,NA,"Ліквідований"
"1504","РВС БАНК",2015-10-01,17820.82208,"Діючий"
"1505","ФІНАНСОВА ІНІЦІАТИВА",2016-01-01,11219056.14095,"Діючий"
"1506","АРТЕМ-БАНК",2016-01-01,403375.86875,"Ліквідований"
"1507","БАНК ТРАСТ",2016-01-01,405697.66967,"Діючий"
"1508","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2016-01-01,393.68787,"Діючий"
"1509","БАНК ФАМІЛЬНИЙ",2016-01-01,32639.813,"Діючий"
"1510","АПЕКС-БАНК",2016-01-01,349171.48459,"Діючий"
"1511","НОВИЙ",2016-01-01,600545.9068,"Діючий"
"1512","РЕГІОН-БАНК",2016-01-01,290826.87469,"Діючий"
"1513","АКОРДБАНК",2016-01-01,344485.18749,"Діючий"
"1514","ЗЕМЕЛЬНИЙ КАПІТАЛ",2016-01-01,129379.69637,"Діючий"
"1515","ФІНЕКСБАНК",2016-01-01,129005.53593,"Ліквідований"
"1516","ВЕКТОР БАНК",2016-01-01,145443.45151,"Діючий"
"1517","КРЕДИТ ОПТИМА БАНК",2016-01-01,111407.7781,"Діючий"
"1518","БАНК ПОРТАЛ",2016-01-01,125764.70599,"Діючий"
"1519","АЛЬПАРІ БАНК",2016-01-01,29322.86822,"Діючий"
"1520","НЕОС БАНК",2016-01-01,3320.59515,"Діючий"
"1521","ЛЬВІВ",2016-01-01,845961.65439,"Діючий"
"1522","БАНК СІЧ",2016-01-01,511328.23959,"Діючий"
"1523","УКРБУДІНВЕСТБАНК",2016-01-01,107963.19921,"Діючий"
"1524","АП БАНК",2016-01-01,53870.53285,"Діючий"
"1525","ГЕФЕСТ",2016-01-01,116705.29454,"Діючий"
"1526","ЦЕНТР",2016-01-01,103837.76076,"Діючий"
"1527","ФІНАНСОВИЙ ПАРТНЕР",2016-01-01,22393.39448,"Діючий"
"1528","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2016-01-01,183571.42472,"Діючий"
"1529","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2016-01-01,265064.36419,"Діючий"
"1530","НК БАНК",2016-01-01,225122.29028,"Діючий"
"1531","ДІАМАНТБАНК",2016-01-01,3643359.56281,"Діючий"
"1532","МЕТАБАНК",2016-01-01,206741.91632,"Діючий"
"1533","АЙБОКС БАНК",2016-01-01,329313.59867,"Діючий"
"1534","ІНВЕСТБАНК",2016-01-01,243154.41604,"Діючий"
"1535","ВЕРНУМ БАНК",2016-01-01,228183.45728,"Діючий"
"1536","РОЗРАХУНКОВИЙ ЦЕНТР",2016-01-01,NA,"Діючий"
"1537","БАНК АЛЬЯНС",2016-01-01,85270.08993,"Діючий"
"1538","КОМІНВЕСТБАНК",2016-01-01,674132.72791,"Діючий"
"1539","МОТОР-БАНК",2016-01-01,145119.05643,"Діючий"
"1540","ЮНЕКС БАНК",2016-01-01,861727.19392,"Діючий"
"1541","КОНКОРД",2016-01-01,188048.32721,"Діючий"
"1542","МІСТО БАНК",2016-01-01,1782048.62448,"Діючий"
"1543","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2016-01-01,195531.53789,"Діючий"
"1544","ОКСІ БАНК",2016-01-01,363286.08379,"Діючий"
"1545","БАНК АВАНГАРД",2016-01-01,4408.34006,"Діючий"
"1546","БАНК БОГУСЛАВ",2016-01-01,372948.80414,"Діючий"
"1547","ПОЛІКОМБАНК",2016-01-01,294953.27043,"Діючий"
"1548","ФІНБАНК",2016-01-01,735881.11518,"Діючий"
"1549","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-01-01,2249176.89722,"Діючий"
"1550","КРЕДИТВЕСТ БАНК",2016-01-01,523721.43105,"Діючий"
"1551","РАДАБАНК",2016-01-01,294687.06462,"Діючий"
"1552","ЄВРОПРОМБАНК",2016-01-01,970501.37577,"Діючий"
"1553","БАНК ЮНІСОН",2016-01-01,546419.80066,"Діючий"
"1554","ТРАСТ-КАПІТАЛ",2016-01-01,197205.40249,"Діючий"
"1555","КРИСТАЛБАНК",2016-01-01,149480.2404,"Діючий"
"1556","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-01-01,862355.45962,"Діючий"
"1557","ІДЕЯ БАНК",2016-01-01,2208527.25484,"Діючий"
"1558","ДІВІ БАНК",2016-01-01,307578.2668,"Діючий"
"1559","АСВІО БАНК",2016-01-01,569027.06989,"Діючий"
"1560","ДОЙЧЕ БАНК ДБУ",2016-01-01,557392.97596,"Діючий"
"1561","БАНК ФОРВАРД",2016-01-01,962032.91841,"Діючий"
"1562","ТАСКОМБАНК",2016-01-01,2741545.43908,"Діючий"
"1563","БМ БАНК",2016-01-01,2374355.43648,"Діючий"
"1564","ГЛОБУС",2016-01-01,824966.61394,"Діючий"
"1565","МАРФІН БАНК ",2016-01-01,1484877.80093,"Діючий"
"1566","А - БАНК",2016-01-01,1782873.1929,"Діючий"
"1567","СЕБ КОРПОРАТИВНИЙ БАНК",2016-01-01,692073.18946,"Діючий"
"1568","ЕКСПРЕС-БАНК",2016-01-01,548380.93502,"Діючий"
"1569","КЛІРИНГОВИЙ ДІМ",2016-01-01,1616734.74474,"Діючий"
"1570","КРЕДИТ ЄВРОПА БАНК ",2016-01-01,1139832.83241,"Діючий"
"1571","БАНК ГРАНТ",2016-01-01,788187.8224,"Діючий"
"1572","БАНК 3/4",2016-01-01,389181.83443,"Діючий"
"1573","БАНК КРЕДИТ ДНІПРО",2016-01-01,4654314.25733,"Діючий"
"1574","БАНК ВОСТОК",2016-01-01,3713809.48821,"Діючий"
"1575","ПІРЕУС БАНК МКБ",2016-01-01,1027709,"Діючий"
"1576","ПОЛТАВА - БАНК",2016-01-01,623961.78693,"Діючий"
"1577","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2016-01-01,5057002.97194,"Діючий"
"1578","ФОРТУНА-БАНК",2016-01-01,2920337.81958,"Діючий"
"1579","АРКАДА",2016-01-01,2309476.36067,"Діючий"
"1580","IНДУСТРІАЛБАНК",2016-01-01,1956365.0703,"Діючий"
"1581","МЕГАБАНК",2016-01-01,7223790.05032,"Діючий"
"1582","УНІВЕРСАЛ БАНК",2016-01-01,3752275.50513,"Діючий"
"1583","ВІЕС БАНК",2016-01-01,1710259.68316,"Діючий"
"1584","КРЕДOБАНК",2016-01-01,4139679.73786,"Діючий"
"1585","ПРОКРЕДИТ БАНК",2016-01-01,5074853.6971,"Діючий"
"1586","ПРАВЕКС-БАНК",2016-01-01,1826285.16165,"Діючий"
"1587","БТА БАНК  ",2016-01-01,530913.09513,"Діючий"
"1588","СІТІБАНК ",2016-01-01,2735999.87637,"Діючий"
"1589","ПІВДЕННИЙ",2016-01-01,12102197.66482,"Діючий"
"1590","КРЕДІ АГРІКОЛЬ БАНК",2016-01-01,13823958.44337,"Діючий"
"1591","ОТП БАНК",2016-01-01,13398541.49333,"Діючий"
"1592","РОДОВІД БАНК",2016-01-01,66058.79952,"Діючий"
"1593","СБЕРБАНК РОСІЇ",2016-01-01,45021811.8245,"Діючий"
"1594","ІНГ БАНК УКРАЇНА",2016-01-01,11881694.21566,"Діючий"
"1595","ПУМБ",2016-01-01,26287615.94143,"Діючий"
"1596","УКРСИББАНК",2016-01-01,20958974.71788,"Діючий"
"1597","ВТБ БАНК",2016-01-01,16957037.17125,"Діючий"
"1598","УКРГАЗБАНК ",2016-01-01,14029078.04508,"Діючий"
"1599","ПРОМІНВЕСТБАНК",2016-01-01,31853865.87528,"Діючий"
"1600","УКРЕКСІМБАНК",2016-01-01,55038771.97287,"Діючий"
"1601","АЛЬФА-БАНК",2016-01-01,27462753.87057,"Діючий"
"1602","РАЙФФАЙЗЕН БАНК АВАЛЬ",2016-01-01,25269359.19954,"Діючий"
"1603","ОЩАДБАНК",2016-01-01,65687092.88429,"Діючий"
"1604","УКРСОЦБАНК",2016-01-01,36403807.65646,"Діючий"
"1605","ПРИВАТБАНК",2016-01-01,177810480.90218,"Діючий"
"1606","ДЕЛЬТА БАНК",2016-01-01,NA,"Ліквідований"
"1607","НАДРА",2016-01-01,NA,"Ліквідований"
"1608","IМЕКСБАНК",2016-01-01,NA,"Ліквідований"
"1609","ЗЛАТОБАНК",2016-01-01,NA,"Ліквідований"
"1610","УКРБІЗНЕСБАНК ",2016-01-01,NA,"Ліквідований"
"1611","ОМЕГА БАНК",2016-01-01,NA,"Ліквідований"
"1612","КРЕДИТПРОМБАНК",2016-01-01,NA,"Ліквідований"
"1613","ПРОФІН БАНК",2016-01-01,NA,"Ліквідований"
"1614","СТАНДАРТ",2016-01-01,NA,"Ліквідований"
"1615","АСТРА БАНК",2016-01-01,NA,"Ліквідований"
"1616","ЕНЕРГОБАНК",2016-01-01,NA,"Ліквідований"
"1617","УКРГАЗПРОМБАНК",2016-01-01,NA,"Ліквідований"
"1618","КИЇВ",2016-01-01,NA,"Ліквідований"
"1619","БАНК КОНТРАКТ",2016-01-01,NA,"Ліквідований"
"1620","БАНК СОФІЙСЬКИЙ",2016-01-01,NA,"Ліквідований"
"1621","ДЕРЖЗЕМБАНК",2016-01-01,NA,"Ліквідований"
"1622","БАНК НАРОДНИЙ КАПІТАЛ",2016-01-01,NA,"Ліквідований"
"1623","ЄВРОБАНК",2016-01-01,979413.14093,"Ліквідований"
"1624","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2016-01-01,84276.88309,"Ліквідований"
"1625","БАНК ВЕЛЕС",2016-01-01,NA,"Ліквідований"
"1626","СТОЛИЧНИЙ",2016-01-01,NA,"Ліквідований"
"1627","РАДИКАЛ БАНК",2016-01-01,NA,"Ліквідований"
"1628","ТК КРЕДИТ",2016-01-01,NA,"Ліквідований"
"1629","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2016-01-01,NA,"Ліквідований"
"1630","КСГ БАНК ",2016-01-01,391139.08721,"Ліквідований"
"1631","ФІНАНС БАНК",2016-01-01,87179.05742,"Ліквідований"
"1632","УКООПСПІЛКА",2016-01-01,NA,"Ліквідований"
"1633","КАПІТАЛ",2016-01-01,NA,"Ліквідований"
"1634","КЛАСИКБАНК",2016-01-01,306221.66255,"Ліквідований"
"1635","IНТЕГРАЛ - БАНК",2016-01-01,NA,"Ліквідований"
"1636","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2016-01-01,NA,"Ліквідований"
"1637","ЮНІОН СТАНДАРД БАНК",2016-01-01,NA,"Ліквідований"
"1638","ПРЕМIУМ",2016-01-01,NA,"Ліквідований"
"1639","СМАРТБАНК ",2016-01-01,352201.53322,"Ліквідований"
"1640","АВАНТ-БАНК",2016-01-01,NA,"Ліквідований"
"1641","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2016-01-01,NA,"Ліквідований"
"1642","ПЛАТИНУМ БАНК",2016-01-01,6059880.47427,"Діючий"
"1643","БАНК КИЇВСЬКА РУСЬ ",2016-01-01,NA,"Ліквідований"
"1644","СОЮЗ",2016-01-01,NA,"Ліквідований"
"1645","БАНК МИХАЙЛІВСЬКИЙ",2016-01-01,2137013.23385,"Ліквідований"
"1646","УНIКОМБАНК",2016-01-01,NA,"Ліквідований"
"1647","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2016-01-01,NA,"Ліквідований"
"1648","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2016-01-01,NA,"Ліквідований"
"1649","ХРЕЩАТИК",2016-01-01,4478922.44647,"Ліквідований"
"1650","УКРІНБАНК",2016-01-01,NA,"Ліквідований"
"1651","ФІДОБАНК",2016-01-01,3896727.00103,"Ліквідований"
"1652","БАНК ФІНАНСИ ТА КРЕДИТ",2016-01-01,NA,"Ліквідований"
"1653","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2016-01-01,NA,"Ліквідований"
"1654","ПРАЙМ-БАНК",2016-01-01,NA,"Ліквідований"
"1655","IНТЕРБАНК",2016-01-01,NA,"Ліквідований"
"1656","ЛЕГБАНК",2016-01-01,NA,"Ліквідований"
"1657","ГРІН БАНК",2016-01-01,NA,"Ліквідований"
"1658","УКРКОМУНБАНК",2016-01-01,NA,"Ліквідований"
"1659","СТАРОКИЇВСЬКИЙ БАНК",2016-01-01,NA,"Ліквідований"
"1660","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2016-01-01,NA,"Ліквідований"
"1661","МЕЛІОР БАНК",2016-01-01,NA,"Ліквідований"
"1662","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2016-01-01,NA,"Ліквідований"
"1663","ІНТЕРКРЕДИТБАНК",2016-01-01,NA,"Ліквідований"
"1664","БАНК МОРСЬКИЙ",2016-01-01,NA,"Ліквідований"
"1665","ЗАХІДІНКОМБАНК",2016-01-01,NA,"Ліквідований"
"1666","ДАНІЕЛЬ",2016-01-01,NA,"Ліквідований"
"1667","ПОРТО-ФРАНКО",2016-01-01,NA,"Ліквідований"
"1668","ПРОМЕКОНОМБАНК",2016-01-01,NA,"Ліквідований"
"1669","ФІНРОСТБАНК",2016-01-01,NA,"Ліквідований"
"1670","БАНК РЕНЕСАНС КАПІТАЛ",2016-01-01,NA,"Ліквідований"
"1671","АКСІОМА",2016-01-01,NA,"Ліквідований"
"1672","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2016-01-01,NA,"Ліквідований"
"1673","АВТОКРАЗБАНК",2016-01-01,NA,"Ліквідований"
"1674","БАНК МЕРКУРІЙ",2016-01-01,NA,"Ліквідований"
"1675","ЕКСПОБАНК",2016-01-01,NA,"Ліквідований"
"1676","БАНК ПЕРШИЙ",2016-01-01,NA,"Ліквідований"
"1677","БАНК ДЕМАРК",2016-01-01,NA,"Ліквідований"
"1678","БАНК ЗОЛОТІ ВОРОТА",2016-01-01,NA,"Ліквідований"
"1679","БАНК КАМБІО",2016-01-01,NA,"Ліквідований"
"1680","БАНК КІПРУ",2016-01-01,NA,"Ліквідований"
"1681","ЄВРОГАЗБАНК ",2016-01-01,NA,"Ліквідований"
"1682","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2016-01-01,NA,"Ліквідований"
"1683","ТЕРРА БАНК",2016-01-01,NA,"Ліквідований"
"1684","АКТИВ - БАНК",2016-01-01,NA,"Ліквідований"
"1685","АКТАБАНК ",2016-01-01,NA,"Ліквідований"
"1686","ПІВДЕНКОМБАНК ",2016-01-01,NA,"Ліквідований"
"1687","РЕАЛ БАНК",2016-01-01,NA,"Ліквідований"
"1688","БАНК ФОРУМ",2016-01-01,NA,"Ліквідований"
"1689","ВIEЙБI БАНК",2016-01-01,NA,"Ліквідований"
"1690","БРОКБІЗНЕСБАНК",2016-01-01,NA,"Ліквідований"
"1691","БГ БАНК",2016-01-01,NA,"Ліквідований"
"1692","РВС БАНК",2016-01-01,277.603360000001,"Діючий"
"1693","ФІНАНСОВА ІНІЦІАТИВА",2016-04-01,11690992.52592,"Діючий"
"1694","АРТЕМ-БАНК",2016-04-01,427438.19929,"Ліквідований"
"1695","БАНК ТРАСТ",2016-04-01,453523.23213,"Діючий"
"1696","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2016-04-01,123.22381,"Діючий"
"1697","БАНК ФАМІЛЬНИЙ",2016-04-01,29926.07105,"Діючий"
"1698","АПЕКС-БАНК",2016-04-01,297684.30247,"Діючий"
"1699","НОВИЙ",2016-04-01,576872.75854,"Діючий"
"1700","РЕГІОН-БАНК",2016-04-01,289439.92084,"Діючий"
"1701","АКОРДБАНК",2016-04-01,354387.74927,"Діючий"
"1702","ЗЕМЕЛЬНИЙ КАПІТАЛ",2016-04-01,131577.37704,"Діючий"
"1703","ФІНЕКСБАНК",2016-04-01,144762.53262,"Ліквідований"
"1704","ВЕКТОР БАНК",2016-04-01,155424.65081,"Діючий"
"1705","КРЕДИТ ОПТИМА БАНК",2016-04-01,110474.15611,"Діючий"
"1706","БАНК ПОРТАЛ",2016-04-01,122044.44535,"Діючий"
"1707","АЛЬПАРІ БАНК",2016-04-01,15801.44462,"Діючий"
"1708","НЕОС БАНК",2016-04-01,3331.41644,"Діючий"
"1709","ЛЬВІВ",2016-04-01,873752.23601,"Діючий"
"1710","БАНК СІЧ",2016-04-01,574516.11493,"Діючий"
"1711","УКРБУДІНВЕСТБАНК",2016-04-01,207708.42772,"Діючий"
"1712","АП БАНК",2016-04-01,65536.0332,"Діючий"
"1713","ГЕФЕСТ",2016-04-01,119347.71539,"Діючий"
"1714","ЦЕНТР",2016-04-01,89913.90203,"Діючий"
"1715","ФІНАНСОВИЙ ПАРТНЕР",2016-04-01,51090.79545,"Діючий"
"1716","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2016-04-01,202963.4483,"Діючий"
"1717","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2016-04-01,207776.83753,"Діючий"
"1718","НК БАНК",2016-04-01,269342.3766,"Діючий"
"1719","ДІАМАНТБАНК",2016-04-01,3599902.73698,"Діючий"
"1720","МЕТАБАНК",2016-04-01,247465.44142,"Діючий"
"1721","АЙБОКС БАНК",2016-04-01,335279.98999,"Діючий"
"1722","ІНВЕСТБАНК",2016-04-01,277320.62174,"Діючий"
"1723","ВЕРНУМ БАНК",2016-04-01,268766.74799,"Діючий"
"1724","РОЗРАХУНКОВИЙ ЦЕНТР",2016-04-01,NA,"Діючий"
"1725","БАНК АЛЬЯНС",2016-04-01,86627.03563,"Діючий"
"1726","КОМІНВЕСТБАНК",2016-04-01,708661.4414,"Діючий"
"1727","МОТОР-БАНК",2016-04-01,148706.01724,"Діючий"
"1728","ЮНЕКС БАНК",2016-04-01,882423.32825,"Діючий"
"1729","КОНКОРД",2016-04-01,211434.20537,"Діючий"
"1730","МІСТО БАНК",2016-04-01,1755728.56807,"Діючий"
"1731","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2016-04-01,226026.05944,"Діючий"
"1732","ОКСІ БАНК",2016-04-01,355371.41726,"Діючий"
"1733","БАНК АВАНГАРД",2016-04-01,28372.63183,"Діючий"
"1734","БАНК БОГУСЛАВ",2016-04-01,393968.29656,"Діючий"
"1735","ПОЛІКОМБАНК",2016-04-01,278029.54601,"Діючий"
"1736","ФІНБАНК",2016-04-01,707616.9174,"Діючий"
"1737","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-04-01,2334140.2545,"Діючий"
"1738","КРЕДИТВЕСТ БАНК",2016-04-01,561950.2624,"Діючий"
"1739","РАДАБАНК",2016-04-01,306242.26441,"Діючий"
"1740","ЄВРОПРОМБАНК",2016-04-01,1007712.89093,"Діючий"
"1741","БАНК ЮНІСОН",2016-04-01,545576.51938,"Діючий"
"1742","ТРАСТ-КАПІТАЛ",2016-04-01,207886.36029,"Діючий"
"1743","КРИСТАЛБАНК",2016-04-01,123070.43952,"Діючий"
"1744","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2016-04-01,780644.63897,"Діючий"
"1745","ІДЕЯ БАНК",2016-04-01,2155905.74867,"Діючий"
"1746","ДІВІ БАНК",2016-04-01,0,"Діючий"
"1747","АСВІО БАНК",2016-04-01,658048.3154,"Діючий"
"1748","ДОЙЧЕ БАНК ДБУ",2016-04-01,521199.97596,"Діючий"
"1749","БАНК ФОРВАРД",2016-04-01,953311.52585,"Діючий"
"1750","ТАСКОМБАНК",2016-04-01,3402688.52676,"Діючий"
"1751","БМ БАНК",2016-04-01,2458088.73328,"Діючий"
